listing_id,title,price_raw,bedrooms_raw,bathrooms_raw,size_raw,location,property_type,status,listing_type,agent,url,scraped_at
3929132,5 Bed Townhouse with En Suite in Lavington,"KSh 95,000,000",5 Bedrooms,6 Bathrooms,,,Townhouse,,sale,5-Bedroom Luxury Villa for Sale in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3929132,2026-03-05 16:58
3899840,3 Bed Townhouse with En Suite at Dagoretti Road,"KSh 22,500,000",3 Bedrooms,3 Bathrooms,223 m²,"Gikambura, Kikuyu",Townhouse,,sale,3 BEDROOM  TOWHOUSES FOR SALE  IN GIKAMBURA ATA...,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-gikambura-3899840,2026-03-05 16:58
3923500,6 Bed House with En Suite in Thigiri,"KSh 260,000,000",6 Bedrooms,6 Bathrooms,,"Thigiri, Westlands",House,,sale,Luxurious Modern Ambassadorial Villa for Sale i...,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-thigiri-3923500,2026-03-05 16:58
3936874,4 Bed Townhouse with En Suite at Muhuri Road,"KSh 25,000,000",4 Bedrooms,5 Bathrooms,240 m²,"Cascading Ridge Views Estate,  New",Townhouse,,sale,"Cascading Ridge Views Estate,  New 4,5 &6-bedro...",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-waiyaki-way-3936874,2026-03-05 16:58
3934405,5 Bed House with En Suite at Riverside,"KSh 7,800,000",5 Bedrooms,4 Bathrooms,200 m²,,House,,sale,Five bedroom modern house for sale,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kenyatta-road-3934405,2026-03-05 16:58
3939060,5 Bed House with En Suite at 00502,"KSh 165,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac",,House,,sale,"House for sale in New Runda, kiambu road.",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3939060,2026-03-05 16:58
3938790,5 Bed Townhouse with En Suite in Lavington,"KSh 75,000,000",5 Bedrooms,5 Bathrooms,,,Townhouse,,sale,Stunningly renovated 5-bedroom townhouse with s...,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3938790,2026-03-05 16:58
3938988,6 Bed Townhouse with En Suite in Karen,"KSh 155,000,000",6 Bedrooms,7 Bathrooms,,,Townhouse,,sale,6 brm for sale in karen,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3938988,2026-03-05 16:58
3938950,4 Bed House with En Suite at Thika Road,"KSh 14,500,000",4 Bedrooms,5 Bathrooms,,,House,,sale,A newly built Modern mansion on sale in Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3938950,2026-03-05 16:58
3938946,5 Bed Townhouse in Karen,"KSh 145,000,000",5 Bedrooms,6 Bathrooms,,,Townhouse,,sale,Elegant 5-Bedroom Family Home in Karen – 1 Acre,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3938946,2026-03-05 16:58
3936350,6 Bed Townhouse with En Suite in Karen,"KSh 130,000,000",6 Bedrooms,7 Bathrooms,,,Townhouse,,sale,A 6 bedroom home for sale in karen,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3936350,2026-03-05 16:58
3892760,3 Bed Townhouse with En Suite in Windsor,"KSh 21,900,000",3 Bedrooms,3 Bathrooms,,"Windsor, Roysambu",Townhouse,,sale,Windsor Gold View – 3 Bedroom All-En-suite Town...,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-windsor-3892760,2026-03-05 16:58
3938744,3 Bed House with Garden in Buruburu,"KSh 12,000,000",3 Bedrooms,,,,House,,sale,3 BEDROOM BUNGALOW FOR SALE – BURUBURU,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-buruburu-3938744,2026-03-05 16:58
3912476,3 Bed Townhouse with En Suite in Tatu City,"KSh 29,950,000",3 Bedrooms,3 Bathrooms,,"Tatu City, Ruiru",Townhouse,,sale,"3 and 4 bedroom duplexes, triplexes, and townho...",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-tatu-city-3912476,2026-03-05 16:58
3914036,6 Bed Villa with En Suite in Lavington,"KSh 100,000,000",6 Bedrooms,,,,Villa,,sale,Exclusive 6-Bedroom Luxury Residence in Prime N...,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3914036,2026-03-05 16:58
3938622,3 Bed House with Staff Quarters in Syokimau,"KSh 12,500,000",3 Bedrooms,2 Bathrooms,,,House,,sale,3 Bedroom Massionate plus a DSQ House For Sale...,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-syokimau-3938622,2026-03-05 16:58
3938732,3 Bed House with Garden in Buruburu,"KSh 10,500,000",3 Bedrooms,,,,House,,sale,3 BEDROOM MAISONETTE FOR SALE – BURUBURU PHASE...,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-buruburu-3938732,2026-03-05 16:58
3938684,4 Bed Townhouse with En Suite in Langata,"KSh 37,000,000",4 Bedrooms,4 Bathrooms,,,Townhouse,,sale,Exclusive 4-Bedroom Townhouses | From KSh 37M,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-langata-3938684,2026-03-05 16:58
3938668,6 Bed House with En Suite at 00502,"KSh 50,000,000",6 Bedrooms,6 Bathrooms,"0,13 ac","Runda, Westlands",House,,sale,House for sale on kiambu road.,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3938668,2026-03-05 16:58
3936225,3 Bed Townhouse with Staff Quarters in Syokimau,"KSh 13,500,000",3 Bedrooms,2 Bathrooms,"0,13 ac",,Townhouse,,sale,Unique Listings,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-syokimau-3936225,2026-03-05 16:58
3938568,6 Bed House with En Suite in Karen,"KSh 130,000,000",6 Bedrooms,6 Bathrooms,478 m²,,House,,sale,Stunning 6 BR House plus Sqs in Karen,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3938568,2026-03-05 16:58
3938567,3 Bed Villa with En Suite at Diani,"KSh 74,000,000",3 Bedrooms,3 Bathrooms,,,Villa,,sale,Exclusive 3 Bedroom Luxury Villa For Sale,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-diani-3938567,2026-03-05 16:58
3938560,5 Bed House with Swimming Pool in Karen,"KSh 150,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac",,House,,sale,Modern 5 bedroom House Available for Sale in Ka...,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3938560,2026-03-05 16:58
3938540,5 Bed Villa with En Suite at Lavington Nairobi Kenya,"KSh 67,000,000",5 Bedrooms,6 Bathrooms,400 m²,"LAVINGTON, NAIROBI",Villa,,sale,"FOR SALE | LAVINGTON, NAIROBI  🏡 Newly Renovat...",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938540,2026-03-05 16:58
3938546,5 Bed House with En Suite in Runda,"KSh 100,000,000",5 Bedrooms,5 Bathrooms,"0,5 ac","Runda, Westlands",House,,sale,Spacious 5 Bedroom  Home On Half Acre For Sale...,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3938546,2026-03-05 16:58
3834086,4 Bed Townhouse with En Suite at King'S Eood,"KSh 23,000,000",4 Bedrooms,4 Bathrooms,350 m²,,Townhouse,,sale,Luxurious 4 bedroom maisonette on sale at king'...,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-vipingo-3834086,2026-03-05 16:58
3746113,5 Bed Townhouse with En Suite in Lavington,"KSh 77,000,000",5 Bedrooms,6 Bathrooms,,,Townhouse,,sale,5 bedroom  townhouse for sale in Lavingtone,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3746113,2026-03-05 16:58
3890696,4 Bed House with En Suite in Westlands Area,"KSh 105,000,000",4 Bedrooms,4 Bathrooms,,"Westlands Area, Westlands",House,,sale,New & Modern 4 Bedroom all ensuite units plus D...,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-westlands-area-3890696,2026-03-05 16:58
3938518,5 Bed House with Swimming Pool at Miotoni Karen,"KSh 200,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac",,House,,sale,5 Bedroom Modern House for Sale in Karen Mioton...,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3938518,2026-03-05 16:58
3938453,4 Bed House with En Suite at Malindi Beach,"KSh 150,000,000",4 Bedrooms,5 Bathrooms,2.023 m²,,House,,sale,4-Bedroom Beachfront Villa for Sale – Silversan...,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-malindi-3938453,2026-03-05 16:58
3938484,4 Bed Townhouse with Staff Quarters at Migaa Estate,"KSh 35,000,000",4 Bedrooms,5 Bathrooms,,,Townhouse,,sale,Newly built 4 bedroom For Sale in Migaa Estate,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3938484,2026-03-05 16:58
3938482,5 Bed House with Staff Quarters in Runda,"KSh 250,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac","Runda, Westlands",House,,sale,Modern and newly Built 5 bedroom house for Sale...,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3938482,2026-03-05 16:58
3938477,4 Bed House with Swimming Pool in Karen,"KSh 150,000,000",4 Bedrooms,5 Bathrooms,"0,45 ac",,House,,sale,Modern 5 bedroom House available for Sale in Wi...,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3938477,2026-03-05 16:58
3938456,5 Bed Townhouse with En Suite at Lavington Green,"KSh 85,000,000",5 Bedrooms,5 Bathrooms,,,Townhouse,,sale,Elegantly designed 5 bedrooms corner villas plu...,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3938456,2026-03-05 16:58
3938470,5 Bed House with En Suite in Runda,"KSh 120,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac","Bedroom House For Sale in Runda Runda, Westlands",House,,sale,Elegant 5 Bedroom House For Sale in Runda,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3938470,2026-03-05 16:58
3938466,3 Bed House with En Suite at Thikaroad,"KSh 13,500,000",3 Bedrooms,5 Bathrooms,160 m²,,House,,sale,3bedrooms +sq gated community along kenyatta ro...,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3938466,2026-03-05 16:58
3938125,5 Bed Townhouse with En Suite in Runda,"KSh 120,000,000",5 Bedrooms,6 Bathrooms,,"Bedroom Townhouse For Sale in Runda Runda, Westlands",Townhouse,,sale,Elegant 5 Bedroom Townhouse For Sale in Runda,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3938125,2026-03-05 16:58
3938465,3 Bed House with En Suite at Thikaroad,"KSh 14,000,000",3 Bedrooms,5 Bathrooms,160 m²,,House,,sale,3bedrooms flatroof bungalows with sq for sale i...,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3938465,2026-03-05 16:58
3938464,5 Bed House with En Suite at Thikaroad,"KSh 22,500,000",5 Bedrooms,7 Bathrooms,330 m²,,House,,sale,Luxury 5bedrooms mansionettes in Ruiru next to...,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ruiru-3938464,2026-03-05 16:58
3938447,5 Bed House with En Suite in Westlands Area,"KSh 100,000,000",5 Bedrooms,6 Bathrooms,,"Peponi Westlands Westlands Area, Westlands",House,,sale,5 bedroom house for sale Peponi Westlands,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-westlands-area-3938447,2026-03-05 16:58
3931654,4 Bed House with En Suite at Kiambu,"KSh 50,000,000",4 Bedrooms,4 Bathrooms,,"Bedroom House for Sale Runda, Westlands",House,,sale,Runda – Four-Bedroom House for Sale,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3931654,2026-03-05 16:58
3938391,4 Bed Townhouse with Swimming Pool in Kiambu Road,"KSh 50,000,000",4 Bedrooms,5 Bathrooms,,,Townhouse,,sale,4 bedroom townhouse available for Sale,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3938391,2026-03-05 16:58
3804476,3 Bed Townhouse with En Suite in Tatu City,"KSh 36,100,000",3 Bedrooms,4 Bathrooms,2.260 ft²,"Three bedroom all Ensuite Town houses Tatu City, Ruiru",Townhouse,,sale,Three bedroom all Ensuite Town houses,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-tatu-city-3804476,2026-03-05 16:58
3936529,3 Bed Villa with En Suite at Awali Estate,"KSh 16,000,000",3 Bedrooms,2 Bathrooms,"464,52 m²",,Villa,,sale,🌴 AWALI ESTATE – VIPINGO  THE ART OF COASTAL L...,https://www.buyrentkenya.com/listings/furnished-3-bedroom-villa-for-sale-vipingo-3936529,2026-03-05 16:58
3938276,2 Bed Villa with En Suite at Muthangari Road,"KSh 65,000,000",2 Bedrooms,2 Bathrooms,,,Villa,,sale,HOMELY AND BEAUTIFUL 5-BEDROOMS VILLAS FOR SALE...,https://www.buyrentkenya.com/listings/2-bedroom-villa-for-sale-lavington-3938276,2026-03-05 16:58
3938265,5 Bed Villa with En Suite at Isaac Gathanju Close,"KSh 85,000,000",5 Bedrooms,5 Bathrooms,,,Villa,,sale,HOMELY AND BEAUTIFUL 5-BEDROOMS VILLAS FOR SALE...,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938265,2026-03-05 16:58
3938244,5 Bed Villa with En Suite at Muthangari Drive,"KSh 167,000,000",5 Bedrooms,5 Bathrooms,7.500 ft²,,Villa,,sale,FOR SALE 5 BEDROOMS + 2 DSQ VILLA,https://www.buyrentkenya.com/listings/furnished-5-bedroom-villa-for-sale-lavington-3938244,2026-03-05 16:58
3938225,5 Bed Villa with En Suite at Chalbi Drive,"KSh 55,000,000",5 Bedrooms,5 Bathrooms,3.498 m²,,Villa,,sale,LUXURIOUS 5 BEDSROOM ALL- ENSUITE VILLA FOR SAL...,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938225,2026-03-05 16:58
3938221,5 Bed Villa with En Suite at Isaac Gathanju Close,"KSh 75,000,000",5 Bedrooms,5 Bathrooms,,,Villa,,sale,5 Bed Townhouse with En Suite in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938221,2026-03-05 16:58
3938211,5 Bed Villa with En Suite in Runda,"KSh 165,000,000",5 Bedrooms,5 Bathrooms,,"Bedroom Villa, Runda Runda",Villa,,sale,"Prestigious 5-Bedroom Villa, Runda",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3938211,2026-03-05 16:58
3883567,4 Bed Townhouse with En Suite in Ruiru,"KSh 14,500,000",4 Bedrooms,,,,Townhouse,,sale,Elegant 4-Bedroom  Flatroof  meters from Tarmac...,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruiru-3883567,2026-03-05 16:58
3893488,4 Bed Townhouse with En Suite at Kimalat -Enkasiti,"KSh 16,500,000",4 Bedrooms,4 Bathrooms,208 m²,,Townhouse,,sale,4 Bedroom All-EnSuite Townhouse + DSQ – SHOWROO...,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitengela-3893488,2026-03-05 16:58
3918619,4 Bed Villa with En Suite at Muhuri Road Off Waiyaki Way,"KSh 25,000,000",4 Bedrooms,5 Bathrooms,,"Bedroom Villas along Muhuri Road Nairobi Westlands Area, Westlands",Villa,,sale,"4,5&6 Bedroom Villas along Muhuri Road Nairobi",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-westlands-area-3918619,2026-03-05 16:58
3938197,5 Bed Villa with En Suite at Chalbi Road,"KSh 65,000,000",5 Bedrooms,5 Bathrooms,,,Villa,,sale,5 BEDROOM VILLA AVAILABLE FOR PURCHASE,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938197,2026-03-05 16:58
3938200,4 Bed House with Swimming Pool in Garden Estate,"KSh 90,000,000",4 Bedrooms,5 Bathrooms,"0,5 ac","Garden Estate, Roysambu",House,,sale,4 Bedroom House available for Sale in Garden Es...,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-garden-estate-3938200,2026-03-05 16:58
3938185,5 Bed Villa with En Suite at Muthangari Road,"KSh 78,000,000",5 Bedrooms,5 Bathrooms,,,Villa,,sale,STUNNING 5 BEDROOM VILLAS FOR SALE,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938185,2026-03-05 16:58
3938167,5 Bed Villa with En Suite at Jacaranda Avenue,"KSh 160,000,000",5 Bedrooms,5 Bathrooms,,,Villa,,sale,LUXURIOUS VILLAS FOR SALE IN LAVINGTON,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938167,2026-03-05 16:58
3938153,5 Bed House with En Suite at Kabarsiran Road,"KSh 350,000,000",5 Bedrooms,5 Bathrooms,"0,8 m²",,House,,sale,Luxury 2 units in 1 Compound 4&5 Bedroom Maison...,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3938153,2026-03-05 16:58
3938095,5 Bed Villa with En Suite at Chalbi Drive,"KSh 100,000,000",5 Bedrooms,5 Bathrooms,630 m²,,Villa,,sale,5 BEDROOM HIGH-END VILLAS FOR SALE IN LAVINGTON,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938095,2026-03-05 16:58
3938053,5 Bed House with Garden at Muthaiga North,"KSh 117,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac",,House,,sale,5 bedroom House available for Sale in Muthaiga...,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3938053,2026-03-05 16:58
3938045,5 Bed House with En Suite in Karen,"KSh 185,000,000",5 Bedrooms,5 Bathrooms,454 m²,,House,,sale,Lovely 5 BR House plus Dsq in Karen,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3938045,2026-03-05 16:58
3937966,4 Bed House with En Suite in Ongata Rongai,"KSh 28,000,000",4 Bedrooms,4 Bathrooms,362 m²,,House,,sale,Beautiful 4 BR house plus Sqs in Ongata Rongai,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ongata-rongai-3937966,2026-03-05 16:58
3937794,5 Bed House with Swimming Pool in Muthaiga,"KSh 400,000,000",5 Bedrooms,6 Bathrooms,1 ac,,House,,sale,5 bedroom House available for Sale in Old Mutha...,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3937794,2026-03-05 16:58
3937788,4 Bed House with En Suite at Thikaroad,"KSh 26,000,000",4 Bedrooms,6 Bathrooms,260 m²,"Kamakis, Ruiru",House,,sale,4bedrooms mansionettes for sale next to Northla...,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kamakis-3937788,2026-03-05 16:58
3936560,5 Bed House with Swimming Pool in Runda,"KSh 150,000,000",5 Bedrooms,6 Bathrooms,"0,3 ac","Runda, Westlands",House,,sale,Newly built 5 bedroom house available for Sale/...,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3936560,2026-03-05 16:58
3937777,4 Bed House with En Suite at Thika Road,"KSh 26,000,000",4 Bedrooms,5 Bathrooms,260 m²,"Kamakis, Ruiru",House,,sale,4bedrooms mansionette for sale in kamakis bypas...,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kamakis-3937777,2026-03-05 16:58
3933778,5 Bed House with En Suite in Lavington,"KSh 78,000,000",5 Bedrooms,5 Bathrooms,,,House,,sale,For Sale: Five-Bedroom House + DSQ – Lavington,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3933778,2026-03-05 16:58
3937761,5 Bed House with En Suite in Nyari,"KSh 250,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac","Bedroom House For Sale in Nyari Nyari, Westlands",House,,sale,A Refined 5 Bedroom House For Sale in Nyari,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-nyari-3937761,2026-03-05 16:58
3937743,4 Bed House with En Suite at Thikaroad,"KSh 14,500,000",4 Bedrooms,5 Bathrooms,230 m²,,House,,sale,4bedrooms Flatroof  bungalows for sale,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3937743,2026-03-05 16:58
3937722,4 Bed House with En Suite at Thikaroad,"KSh 18,500,000",4 Bedrooms,6 Bathrooms,260 m²,,House,,sale,4bedrooms with ensuite dsq on 50/100 in Ruiru m...,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3937722,2026-03-05 16:58
3937712,3 Bed House with En Suite at Thikaroad,"KSh 13,500,000",3 Bedrooms,5 Bathrooms,152 m²,,House,,sale,3bedrooms with sq for sale along kenyattaroad s...,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3937712,2026-03-05 16:58
3937697,6 Bed House with En Suite at Runda Road,"KSh 235,000,000",6 Bedrooms,7 Bathrooms,,"Runda, Westlands",House,,sale,stunning property set on half an acre in one of...,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3937697,2026-03-05 16:58
3937707,3 Bed House with En Suite at Thikaroad,"KSh 13,500,000",3 Bedrooms,5 Bathrooms,152 m²,,House,,sale,3bedrooms with sq bungalows for sale along keny...,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3937707,2026-03-05 16:58
3937704,5 Bed Townhouse with En Suite at Maiyan,"KSh 45,000,000",5 Bedrooms,7 Bathrooms,320 m²,,Townhouse,,sale,5bedrooms mansionettes for sale in nanyuki,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-nanyuki-3937704,2026-03-05 16:58
3937666,4 Bed House with En Suite in Karen,"KSh 100,000,000",4 Bedrooms,4 Bathrooms,,,House,,sale,Karen – 4 Bedroom Bungalow For Sale at Kes 100...,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3937666,2026-03-05 16:58
3826214,4 Bed House with En Suite at Kiambu Road,"KSh 35,000,000",4 Bedrooms,5 Bathrooms,"0,13 ac","Runda, Westlands",House,,sale,"House for sale in new Runda, kiambu road. Whats...",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3826214,2026-03-05 16:58
3598432,3 Bed House with En Suite at Near Nairobi - Mombasa Expressway,"KSh 10,500,000",3 Bedrooms,2 Bathrooms,,,House,,sale,𝟑 𝐁𝐄𝐃𝐑𝐎𝐎𝐌 𝐇𝐎𝐔𝐒𝐄𝐒 𝐅𝐎𝐑 𝐒𝐀𝐋𝐄 𝐀𝐓 𝐏𝐀𝐑𝐀𝐃𝐈𝐒𝐄 𝐏𝐀𝐑𝐊 𝐄𝐒𝐓𝐀...,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-athi-river-area-2-3598432,2026-03-05 16:58
3865235,5 Bed House with En Suite at Runda,"KSh 235,000,000",5 Bedrooms,6 Bathrooms,,"Bedrooms House For Sale in Runda Runda, Westlands",House,,sale,5 Bedrooms House For Sale in Runda,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3865235,2026-03-05 16:58
3937659,4 Bed House with Garden in Spring Valley,"KSh 130,000,000",4 Bedrooms,4 Bathrooms,,"Bedrooms Spring Valley, Westlands",House,,sale,4 Bedrooms,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-spring-valley-3937659,2026-03-05 16:58
3937649,4 Bed House with En Suite at Thikaroad,"KSh 18,500,000",4 Bedrooms,6 Bathrooms,260 m²,,House,,sale,Luxury 4bedroom mansionettes for sale in Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3937649,2026-03-05 16:58
3937639,4 Bed Villa with En Suite at Mombasa Road,"KSh 16,000,000",4 Bedrooms,5 Bathrooms,,,Villa,,sale,4bedrooms Mansionettes in Ruiru,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-syokimau-3937639,2026-03-05 16:58
3937642,4 Bed Townhouse with En Suite in Lavington,"KSh 75,000,000",4 Bedrooms,5 Bathrooms,,,Townhouse,,sale,4 Bedroom Townhouse for Sale in Lavington,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3937642,2026-03-05 16:58
3937634,5 Bed House with En Suite at Thika Road,"KSh 22,000,000",5 Bedrooms,6 Bathrooms,280 m²,"Ruiru Kamakis, Ruiru",House,,sale,5bedrooms mansionette for sale in Ruiru,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kamakis-3937634,2026-03-05 16:58
3937631,5 Bed House with En Suite at Thika Road,"KSh 22,000,000",5 Bedrooms,7 Bathrooms,275 m²,,House,,sale,5bedrooms mansionettes for sale in Ruiru,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ruiru-3937631,2026-03-05 16:58
3937632,6 Bed House with En Suite in Runda,"KSh 158,000,000",6 Bedrooms,6 Bathrooms,,"House for Sale in Runda Runda, Westlands",House,,sale,House for Sale in Runda,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3937632,2026-03-05 16:58
3937625,4 Bed House with En Suite at Thikaroad,"KSh 26,000,000",4 Bedrooms,6 Bathrooms,270 m²,"Mansionette in Ruiru kamakis Kamakis, Ruiru",House,,sale,4bedrooms Mansionette in Ruiru kamakis,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kamakis-3937625,2026-03-05 16:58
3937615,4 Bed House with En Suite at Thikaroad,"KSh 26,000,000",4 Bedrooms,6 Bathrooms,270 m²,"Eastern ByPass, Ruiru",House,,sale,4bedrooms Mansionette for Sale  next to Northla...,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-eastern-bypass-3937615,2026-03-05 16:58
3900241,5 Bed Townhouse with En Suite in Lavington,"KSh 75,000,000",5 Bedrooms,6 Bathrooms,,,Townhouse,,sale,5 Bedroom Townhouse for Sale in Lavington,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3900241,2026-03-05 16:58
3900259,4 Bed House with En Suite in Jamhuri,"KSh 23,000,000",4 Bedrooms,4 Bathrooms,,,House,,sale,4 Bedroom Maisonette for Sale in Jamhuri,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-jamhuri-3900259,2026-03-05 16:58
3923601,4 Bed Townhouse with En Suite in Kileleshwa,"KSh 73,000,000",4 Bedrooms,5 Bathrooms,,,Townhouse,,sale,4 Bedroom Townhouse for Sale in Kileleshwa,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3923601,2026-03-05 16:58
3937605,4 Bed House with En Suite at 00502,"KSh 35,000,000",4 Bedrooms,5 Bathrooms,"0,13 ac",,House,,sale,House for sale on kiambu road.,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3937605,2026-03-05 16:58
3937595,6 Bed Villa with En Suite in Waiyaki Way,"KSh 35,000,000",6 Bedrooms,8 Bathrooms,,"Waiyaki Way, Westlands",Villa,,sale,"4, 5 & 6-Bedroom Villas plus Dsq for Sale – Off...",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-waiyaki-way-3937595,2026-03-05 16:58
3937590,5 Bed Villa with En Suite in Waiyaki Way,"KSh 30,000,000",5 Bedrooms,7 Bathrooms,,"Waiyaki Way, Westlands",Villa,,sale,"4, 5 & 6-Bedroom Villas plus Dsq for Sale – Off...",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-waiyaki-way-3937590,2026-03-05 16:58
3937537,4 Bed House with En Suite in Westlands Area,"KSh 34,000,000",4 Bedrooms,5 Bathrooms,,"Westlands Area, Westlands",House,,sale,Rustic 4-Bedroom Maisonette + DSQ for Sale – We...,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-westlands-area-3937537,2026-03-05 16:58
