listing_id,title,price_kes,bedrooms,bathrooms,size_sqm,property_type,neighbourhood,county,listing_type,is_sale,is_nairobi,total_rooms,price_per_sqm,bedroom_category,url,scraped_at,price_raw,bedrooms_raw,bathrooms_raw,size_raw,location
3929132,5 Bed Townhouse with En Suite in Lavington,95000000.0,5.0,6.0,,Townhouse,Lavington,,sale,1,1,11.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3929132,2026-03-05 16:58,"KSh 95,000,000",5 Bedrooms,6 Bathrooms,,
3899840,3 Bed Townhouse with En Suite at Dagoretti Road,22500000.0,3.0,3.0,223.0,Townhouse,Gikambura,Kikuyu,sale,1,0,6.0,100897.0,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-gikambura-3899840,2026-03-05 16:58,"KSh 22,500,000",3 Bedrooms,3 Bathrooms,223 m²,"Gikambura, Kikuyu"
3923500,6 Bed House with En Suite in Thigiri,260000000.0,6.0,6.0,,House,Thigiri,Westlands,sale,1,1,12.0,,6+ Bed,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-thigiri-3923500,2026-03-05 16:58,"KSh 260,000,000",6 Bedrooms,6 Bathrooms,,"Thigiri, Westlands"
3936874,4 Bed Townhouse with En Suite at Muhuri Road,25000000.0,4.0,5.0,240.0,Townhouse,Cascading Ridge Views Estate,New,sale,1,0,9.0,104167.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-waiyaki-way-3936874,2026-03-05 16:58,"KSh 25,000,000",4 Bedrooms,5 Bathrooms,240 m²,"Cascading Ridge Views Estate,  New"
3934405,5 Bed House with En Suite at Riverside,7800000.0,5.0,4.0,200.0,House,Riverside,,sale,1,1,9.0,39000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kenyatta-road-3934405,2026-03-05 16:58,"KSh 7,800,000",5 Bedrooms,4 Bathrooms,200 m²,
3939060,5 Bed House with En Suite at 00502,165000000.0,5.0,6.0,5.0,House,,,sale,1,0,11.0,33000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3939060,2026-03-05 16:58,"KSh 165,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac",
3938790,5 Bed Townhouse with En Suite in Lavington,75000000.0,5.0,5.0,,Townhouse,Lavington,,sale,1,1,10.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3938790,2026-03-05 16:58,"KSh 75,000,000",5 Bedrooms,5 Bathrooms,,
3938988,6 Bed Townhouse with En Suite in Karen,155000000.0,6.0,7.0,,Townhouse,Karen,,sale,1,1,13.0,,6+ Bed,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3938988,2026-03-05 16:58,"KSh 155,000,000",6 Bedrooms,7 Bathrooms,,
3938950,4 Bed House with En Suite at Thika Road,14500000.0,4.0,5.0,,House,Thika Road,,sale,1,0,9.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3938950,2026-03-05 16:58,"KSh 14,500,000",4 Bedrooms,5 Bathrooms,,
3938946,5 Bed Townhouse in Karen,145000000.0,5.0,6.0,,Townhouse,Karen,,sale,1,1,11.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3938946,2026-03-05 16:58,"KSh 145,000,000",5 Bedrooms,6 Bathrooms,,
3936350,6 Bed Townhouse with En Suite in Karen,130000000.0,6.0,7.0,,Townhouse,Karen,,sale,1,1,13.0,,6+ Bed,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3936350,2026-03-05 16:58,"KSh 130,000,000",6 Bedrooms,7 Bathrooms,,
3892760,3 Bed Townhouse with En Suite in Windsor,21900000.0,3.0,3.0,,Townhouse,Windsor,Roysambu,sale,1,0,6.0,,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-windsor-3892760,2026-03-05 16:58,"KSh 21,900,000",3 Bedrooms,3 Bathrooms,,"Windsor, Roysambu"
3938744,3 Bed House with Garden in Buruburu,12000000.0,3.0,,,House,Buruburu,,sale,1,1,3.0,,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-buruburu-3938744,2026-03-05 16:58,"KSh 12,000,000",3 Bedrooms,,,
3912476,3 Bed Townhouse with En Suite in Tatu City,29950000.0,3.0,3.0,,Townhouse,Tatu City,Ruiru,sale,1,0,6.0,,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-tatu-city-3912476,2026-03-05 16:58,"KSh 29,950,000",3 Bedrooms,3 Bathrooms,,"Tatu City, Ruiru"
3914036,6 Bed Villa with En Suite in Lavington,100000000.0,6.0,,,Villa,Lavington,,sale,1,1,6.0,,6+ Bed,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3914036,2026-03-05 16:58,"KSh 100,000,000",6 Bedrooms,,,
3938622,3 Bed House with Staff Quarters in Syokimau,12500000.0,3.0,2.0,,House,Syokimau,,sale,1,0,5.0,,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-syokimau-3938622,2026-03-05 16:58,"KSh 12,500,000",3 Bedrooms,2 Bathrooms,,
3938732,3 Bed House with Garden in Buruburu,10500000.0,3.0,,,House,Buruburu,,sale,1,1,3.0,,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-buruburu-3938732,2026-03-05 16:58,"KSh 10,500,000",3 Bedrooms,,,
3938684,4 Bed Townhouse with En Suite in Langata,37000000.0,4.0,4.0,,Townhouse,Langata,,sale,1,1,8.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-langata-3938684,2026-03-05 16:58,"KSh 37,000,000",4 Bedrooms,4 Bathrooms,,
3938668,6 Bed House with En Suite at 00502,50000000.0,6.0,6.0,13.0,House,Runda,Westlands,sale,1,1,12.0,3846154.0,6+ Bed,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3938668,2026-03-05 16:58,"KSh 50,000,000",6 Bedrooms,6 Bathrooms,"0,13 ac","Runda, Westlands"
3936225,3 Bed Townhouse with Staff Quarters in Syokimau,13500000.0,3.0,2.0,13.0,Townhouse,Syokimau,,sale,1,0,5.0,1038462.0,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-syokimau-3936225,2026-03-05 16:58,"KSh 13,500,000",3 Bedrooms,2 Bathrooms,"0,13 ac",
3938568,6 Bed House with En Suite in Karen,130000000.0,6.0,6.0,478.0,House,Karen,,sale,1,1,12.0,271967.0,6+ Bed,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3938568,2026-03-05 16:58,"KSh 130,000,000",6 Bedrooms,6 Bathrooms,478 m²,
3938567,3 Bed Villa with En Suite at Diani,74000000.0,3.0,3.0,,Villa,Diani,,sale,1,0,6.0,,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-diani-3938567,2026-03-05 16:58,"KSh 74,000,000",3 Bedrooms,3 Bathrooms,,
3938560,5 Bed House with Swimming Pool in Karen,150000000.0,5.0,6.0,5.0,House,Karen,,sale,1,1,11.0,30000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3938560,2026-03-05 16:58,"KSh 150,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac",
3938540,5 Bed Villa with En Suite at Lavington Nairobi Kenya,67000000.0,5.0,6.0,400.0,Villa,Lavington,Nairobi,sale,1,1,11.0,167500.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938540,2026-03-05 16:58,"KSh 67,000,000",5 Bedrooms,6 Bathrooms,400 m²,"LAVINGTON, NAIROBI"
3938546,5 Bed House with En Suite in Runda,100000000.0,5.0,5.0,5.0,House,Runda,Westlands,sale,1,1,10.0,20000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3938546,2026-03-05 16:58,"KSh 100,000,000",5 Bedrooms,5 Bathrooms,"0,5 ac","Runda, Westlands"
3834086,4 Bed Townhouse with En Suite at King'S Eood,23000000.0,4.0,4.0,350.0,Townhouse,King'S Eood,,sale,1,0,8.0,65714.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-vipingo-3834086,2026-03-05 16:58,"KSh 23,000,000",4 Bedrooms,4 Bathrooms,350 m²,
3746113,5 Bed Townhouse with En Suite in Lavington,77000000.0,5.0,6.0,,Townhouse,Lavington,,sale,1,1,11.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3746113,2026-03-05 16:58,"KSh 77,000,000",5 Bedrooms,6 Bathrooms,,
3890696,4 Bed House with En Suite in Westlands Area,105000000.0,4.0,4.0,,House,Westlands Area,Westlands,sale,1,1,8.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-westlands-area-3890696,2026-03-05 16:58,"KSh 105,000,000",4 Bedrooms,4 Bathrooms,,"Westlands Area, Westlands"
3938518,5 Bed House with Swimming Pool at Miotoni Karen,200000000.0,5.0,6.0,5.0,House,Miotoni Karen,,sale,1,1,11.0,40000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3938518,2026-03-05 16:58,"KSh 200,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac",
3938453,4 Bed House with En Suite at Malindi Beach,150000000.0,4.0,5.0,2.0,House,Malindi Beach,,sale,1,0,9.0,75000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-malindi-3938453,2026-03-05 16:58,"KSh 150,000,000",4 Bedrooms,5 Bathrooms,2.023 m²,
3938484,4 Bed Townhouse with Staff Quarters at Migaa Estate,35000000.0,4.0,5.0,,Townhouse,Migaa Estate,,sale,1,0,9.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3938484,2026-03-05 16:58,"KSh 35,000,000",4 Bedrooms,5 Bathrooms,,
3938482,5 Bed House with Staff Quarters in Runda,250000000.0,5.0,6.0,5.0,House,Runda,Westlands,sale,1,1,11.0,50000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3938482,2026-03-05 16:58,"KSh 250,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac","Runda, Westlands"
3938477,4 Bed House with Swimming Pool in Karen,150000000.0,4.0,5.0,45.0,House,Karen,,sale,1,1,9.0,3333333.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3938477,2026-03-05 16:58,"KSh 150,000,000",4 Bedrooms,5 Bathrooms,"0,45 ac",
3938456,5 Bed Townhouse with En Suite at Lavington Green,85000000.0,5.0,5.0,,Townhouse,Lavington Green,,sale,1,1,10.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3938456,2026-03-05 16:58,"KSh 85,000,000",5 Bedrooms,5 Bathrooms,,
3938470,5 Bed House with En Suite in Runda,120000000.0,5.0,6.0,5.0,House,Runda,,sale,1,1,11.0,24000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3938470,2026-03-05 16:58,"KSh 120,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac","Bedroom House For Sale in Runda Runda, Westlands"
3938466,3 Bed House with En Suite at Thikaroad,13500000.0,3.0,5.0,160.0,House,Thikaroad,,sale,1,0,8.0,84375.0,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3938466,2026-03-05 16:58,"KSh 13,500,000",3 Bedrooms,5 Bathrooms,160 m²,
3938125,5 Bed Townhouse with En Suite in Runda,120000000.0,5.0,6.0,,Townhouse,Runda,,sale,1,1,11.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3938125,2026-03-05 16:58,"KSh 120,000,000",5 Bedrooms,6 Bathrooms,,"Bedroom Townhouse For Sale in Runda Runda, Westlands"
3938465,3 Bed House with En Suite at Thikaroad,14000000.0,3.0,5.0,160.0,House,Thikaroad,,sale,1,0,8.0,87500.0,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3938465,2026-03-05 16:58,"KSh 14,000,000",3 Bedrooms,5 Bathrooms,160 m²,
3938464,5 Bed House with En Suite at Thikaroad,22500000.0,5.0,7.0,330.0,House,Thikaroad,,sale,1,0,12.0,68182.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ruiru-3938464,2026-03-05 16:58,"KSh 22,500,000",5 Bedrooms,7 Bathrooms,330 m²,
3938447,5 Bed House with En Suite in Westlands Area,100000000.0,5.0,6.0,,House,Westlands Area,,sale,1,1,11.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-westlands-area-3938447,2026-03-05 16:58,"KSh 100,000,000",5 Bedrooms,6 Bathrooms,,"Peponi Westlands Westlands Area, Westlands"
3931654,4 Bed House with En Suite at Kiambu,50000000.0,4.0,4.0,,House,Kiambu,,sale,1,0,8.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3931654,2026-03-05 16:58,"KSh 50,000,000",4 Bedrooms,4 Bathrooms,,"Bedroom House for Sale Runda, Westlands"
3938391,4 Bed Townhouse with Swimming Pool in Kiambu Road,50000000.0,4.0,5.0,,Townhouse,Kiambu Road,,sale,1,0,9.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3938391,2026-03-05 16:58,"KSh 50,000,000",4 Bedrooms,5 Bathrooms,,
3804476,3 Bed Townhouse with En Suite in Tatu City,36100000.0,3.0,4.0,0.2,Townhouse,Tatu City,,sale,1,0,7.0,180500000.0,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-tatu-city-3804476,2026-03-05 16:58,"KSh 36,100,000",3 Bedrooms,4 Bathrooms,2.260 ft²,"Three bedroom all Ensuite Town houses Tatu City, Ruiru"
3936529,3 Bed Villa with En Suite at Awali Estate,16000000.0,3.0,2.0,46452.0,Villa,Awali Estate,,sale,1,0,5.0,344.0,3 Bed,https://www.buyrentkenya.com/listings/furnished-3-bedroom-villa-for-sale-vipingo-3936529,2026-03-05 16:58,"KSh 16,000,000",3 Bedrooms,2 Bathrooms,"464,52 m²",
3938276,2 Bed Villa with En Suite at Muthangari Road,65000000.0,2.0,2.0,,Villa,Muthangari Road,,sale,1,0,4.0,,2 Bed,https://www.buyrentkenya.com/listings/2-bedroom-villa-for-sale-lavington-3938276,2026-03-05 16:58,"KSh 65,000,000",2 Bedrooms,2 Bathrooms,,
3938265,5 Bed Villa with En Suite at Isaac Gathanju Close,85000000.0,5.0,5.0,,Villa,Isaac Gathanju Close,,sale,1,0,10.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938265,2026-03-05 16:58,"KSh 85,000,000",5 Bedrooms,5 Bathrooms,,
3938244,5 Bed Villa with En Suite at Muthangari Drive,167000000.0,5.0,5.0,0.7,Villa,Muthangari Drive,,sale,1,0,10.0,238571429.0,4-5 Bed,https://www.buyrentkenya.com/listings/furnished-5-bedroom-villa-for-sale-lavington-3938244,2026-03-05 16:58,"KSh 167,000,000",5 Bedrooms,5 Bathrooms,7.500 ft²,
3938225,5 Bed Villa with En Suite at Chalbi Drive,55000000.0,5.0,5.0,3.5,Villa,Chalbi Drive,,sale,1,0,10.0,15714286.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938225,2026-03-05 16:58,"KSh 55,000,000",5 Bedrooms,5 Bathrooms,3.498 m²,
3938221,5 Bed Villa with En Suite at Isaac Gathanju Close,75000000.0,5.0,5.0,,Villa,Isaac Gathanju Close,,sale,1,0,10.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938221,2026-03-05 16:58,"KSh 75,000,000",5 Bedrooms,5 Bathrooms,,
3938211,5 Bed Villa with En Suite in Runda,165000000.0,5.0,5.0,,Villa,Runda,,sale,1,1,10.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3938211,2026-03-05 16:58,"KSh 165,000,000",5 Bedrooms,5 Bathrooms,,"Bedroom Villa, Runda Runda"
3883567,4 Bed Townhouse with En Suite in Ruiru,14500000.0,4.0,,,Townhouse,Ruiru,,sale,1,0,4.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruiru-3883567,2026-03-05 16:58,"KSh 14,500,000",4 Bedrooms,,,
3893488,4 Bed Townhouse with En Suite at Kimalat -Enkasiti,16500000.0,4.0,4.0,208.0,Townhouse,Kimalat -Enkasiti,,sale,1,0,8.0,79327.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitengela-3893488,2026-03-05 16:58,"KSh 16,500,000",4 Bedrooms,4 Bathrooms,208 m²,
3918619,4 Bed Villa with En Suite at Muhuri Road Off Waiyaki Way,25000000.0,4.0,5.0,,Villa,Muhuri Road Off Waiyaki Way,,sale,1,0,9.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-westlands-area-3918619,2026-03-05 16:58,"KSh 25,000,000",4 Bedrooms,5 Bathrooms,,"Bedroom Villas along Muhuri Road Nairobi Westlands Area, Westlands"
3938197,5 Bed Villa with En Suite at Chalbi Road,65000000.0,5.0,5.0,,Villa,Chalbi Road,,sale,1,0,10.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938197,2026-03-05 16:58,"KSh 65,000,000",5 Bedrooms,5 Bathrooms,,
3938200,4 Bed House with Swimming Pool in Garden Estate,90000000.0,4.0,5.0,5.0,House,Garden Estate,Roysambu,sale,1,0,9.0,18000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-garden-estate-3938200,2026-03-05 16:58,"KSh 90,000,000",4 Bedrooms,5 Bathrooms,"0,5 ac","Garden Estate, Roysambu"
3938185,5 Bed Villa with En Suite at Muthangari Road,78000000.0,5.0,5.0,,Villa,Muthangari Road,,sale,1,0,10.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938185,2026-03-05 16:58,"KSh 78,000,000",5 Bedrooms,5 Bathrooms,,
3938167,5 Bed Villa with En Suite at Jacaranda Avenue,160000000.0,5.0,5.0,,Villa,Jacaranda Avenue,,sale,1,0,10.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938167,2026-03-05 16:58,"KSh 160,000,000",5 Bedrooms,5 Bathrooms,,
3938153,5 Bed House with En Suite at Kabarsiran Road,350000000.0,5.0,5.0,8.0,House,Kabarsiran Road,,sale,1,0,10.0,43750000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3938153,2026-03-05 16:58,"KSh 350,000,000",5 Bedrooms,5 Bathrooms,"0,8 m²",
3938095,5 Bed Villa with En Suite at Chalbi Drive,100000000.0,5.0,5.0,630.0,Villa,Chalbi Drive,,sale,1,0,10.0,158730.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3938095,2026-03-05 16:58,"KSh 100,000,000",5 Bedrooms,5 Bathrooms,630 m²,
3938053,5 Bed House with Garden at Muthaiga North,117000000.0,5.0,6.0,5.0,House,Muthaiga North,,sale,1,1,11.0,23400000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3938053,2026-03-05 16:58,"KSh 117,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac",
3938045,5 Bed House with En Suite in Karen,185000000.0,5.0,5.0,454.0,House,Karen,,sale,1,1,10.0,407489.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3938045,2026-03-05 16:58,"KSh 185,000,000",5 Bedrooms,5 Bathrooms,454 m²,
3937966,4 Bed House with En Suite in Ongata Rongai,28000000.0,4.0,4.0,362.0,House,Ongata Rongai,,sale,1,0,8.0,77348.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ongata-rongai-3937966,2026-03-05 16:58,"KSh 28,000,000",4 Bedrooms,4 Bathrooms,362 m²,
3937794,5 Bed House with Swimming Pool in Muthaiga,400000000.0,5.0,6.0,1.0,House,Muthaiga,,sale,1,1,11.0,400000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3937794,2026-03-05 16:58,"KSh 400,000,000",5 Bedrooms,6 Bathrooms,1 ac,
3937788,4 Bed House with En Suite at Thikaroad,26000000.0,4.0,6.0,260.0,House,Kamakis,Ruiru,sale,1,0,10.0,100000.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kamakis-3937788,2026-03-05 16:58,"KSh 26,000,000",4 Bedrooms,6 Bathrooms,260 m²,"Kamakis, Ruiru"
3936560,5 Bed House with Swimming Pool in Runda,150000000.0,5.0,6.0,3.0,House,Runda,Westlands,sale,1,1,11.0,50000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3936560,2026-03-05 16:58,"KSh 150,000,000",5 Bedrooms,6 Bathrooms,"0,3 ac","Runda, Westlands"
3937777,4 Bed House with En Suite at Thika Road,26000000.0,4.0,5.0,260.0,House,Kamakis,Ruiru,sale,1,0,9.0,100000.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kamakis-3937777,2026-03-05 16:58,"KSh 26,000,000",4 Bedrooms,5 Bathrooms,260 m²,"Kamakis, Ruiru"
3933778,5 Bed House with En Suite in Lavington,78000000.0,5.0,5.0,,House,Lavington,,sale,1,1,10.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3933778,2026-03-05 16:58,"KSh 78,000,000",5 Bedrooms,5 Bathrooms,,
3937761,5 Bed House with En Suite in Nyari,250000000.0,5.0,6.0,5.0,House,Nyari,,sale,1,0,11.0,50000000.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-nyari-3937761,2026-03-05 16:58,"KSh 250,000,000",5 Bedrooms,6 Bathrooms,"0,5 ac","Bedroom House For Sale in Nyari Nyari, Westlands"
3937743,4 Bed House with En Suite at Thikaroad,14500000.0,4.0,5.0,230.0,House,Thikaroad,,sale,1,0,9.0,63043.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3937743,2026-03-05 16:58,"KSh 14,500,000",4 Bedrooms,5 Bathrooms,230 m²,
3937722,4 Bed House with En Suite at Thikaroad,18500000.0,4.0,6.0,260.0,House,Thikaroad,,sale,1,0,10.0,71154.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3937722,2026-03-05 16:58,"KSh 18,500,000",4 Bedrooms,6 Bathrooms,260 m²,
3937712,3 Bed House with En Suite at Thikaroad,13500000.0,3.0,5.0,152.0,House,Thikaroad,,sale,1,0,8.0,88816.0,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3937712,2026-03-05 16:58,"KSh 13,500,000",3 Bedrooms,5 Bathrooms,152 m²,
3937697,6 Bed House with En Suite at Runda Road,235000000.0,6.0,7.0,,House,Runda,Westlands,sale,1,1,13.0,,6+ Bed,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3937697,2026-03-05 16:58,"KSh 235,000,000",6 Bedrooms,7 Bathrooms,,"Runda, Westlands"
3937707,3 Bed House with En Suite at Thikaroad,13500000.0,3.0,5.0,152.0,House,Thikaroad,,sale,1,0,8.0,88816.0,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3937707,2026-03-05 16:58,"KSh 13,500,000",3 Bedrooms,5 Bathrooms,152 m²,
3937704,5 Bed Townhouse with En Suite at Maiyan,45000000.0,5.0,7.0,320.0,Townhouse,Maiyan,,sale,1,0,12.0,140625.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-nanyuki-3937704,2026-03-05 16:58,"KSh 45,000,000",5 Bedrooms,7 Bathrooms,320 m²,
3937666,4 Bed House with En Suite in Karen,100000000.0,4.0,4.0,,House,Karen,,sale,1,1,8.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3937666,2026-03-05 16:58,"KSh 100,000,000",4 Bedrooms,4 Bathrooms,,
3826214,4 Bed House with En Suite at Kiambu Road,35000000.0,4.0,5.0,13.0,House,Runda,Westlands,sale,1,1,9.0,2692308.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3826214,2026-03-05 16:58,"KSh 35,000,000",4 Bedrooms,5 Bathrooms,"0,13 ac","Runda, Westlands"
3598432,3 Bed House with En Suite at Near Nairobi - Mombasa Expressway,10500000.0,3.0,2.0,,House,Near Nairobi - Mombasa Expressway,,sale,1,1,5.0,,3 Bed,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-athi-river-area-2-3598432,2026-03-05 16:58,"KSh 10,500,000",3 Bedrooms,2 Bathrooms,,
3865235,5 Bed House with En Suite at Runda,235000000.0,5.0,6.0,,House,Runda,,sale,1,1,11.0,,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3865235,2026-03-05 16:58,"KSh 235,000,000",5 Bedrooms,6 Bathrooms,,"Bedrooms House For Sale in Runda Runda, Westlands"
3937659,4 Bed House with Garden in Spring Valley,130000000.0,4.0,4.0,,House,Bedrooms Spring Valley,Westlands,sale,1,1,8.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-spring-valley-3937659,2026-03-05 16:58,"KSh 130,000,000",4 Bedrooms,4 Bathrooms,,"Bedrooms Spring Valley, Westlands"
3937649,4 Bed House with En Suite at Thikaroad,18500000.0,4.0,6.0,260.0,House,Thikaroad,,sale,1,0,10.0,71154.0,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3937649,2026-03-05 16:58,"KSh 18,500,000",4 Bedrooms,6 Bathrooms,260 m²,
3937639,4 Bed Villa with En Suite at Mombasa Road,16000000.0,4.0,5.0,,Villa,Mombasa Road,,sale,1,0,9.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-syokimau-3937639,2026-03-05 16:58,"KSh 16,000,000",4 Bedrooms,5 Bathrooms,,
3937642,4 Bed Townhouse with En Suite in Lavington,75000000.0,4.0,5.0,,Townhouse,Lavington,,sale,1,1,9.0,,4-5 Bed,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3937642,2026-03-05 16:58,"KSh 75,000,000",4 Bedrooms,5 Bathrooms,,
3937634,5 Bed House with En Suite at Thika Road,22000000.0,5.0,6.0,280.0,House,Ruiru Kamakis,Ruiru,sale,1,0,11.0,78571.0,4-5 Bed,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kamakis-3937634,2026-03-05 16:58,"KSh 22,000,000",5 Bedrooms,6 Bathrooms,280 m²,"Ruiru Kamakis, Ruiru"
